ss86,Stesha Stewart,ss86@pitt.edu,password,1958-09-02,NULL
ddk87,Denyse Denyse Kelly,ddk87@pitt.edu,password,1997-09-11,NULL
ssw88,Samantha Samantha Wright,ssw88@pitt.edu,password,NULL,NULL
wwm89,Wynny Wynny Morris,wwm89@pitt.edu,password,NULL,NULL
sr90,Sada Rodriguez,sr90@pitt.edu,password,1992-05-24,NULL
ssc91,Susannah Susannah Clark,ssc91@pitt.edu,password,1973-09-04,NULL
rrs92,Roby Roby Scott,rrs92@pitt.edu,password,NULL,NULL
ww93,Wynnie Williams,ww93@pitt.edu,password,NULL,NULL
dh94,Dita Henderson,dh94@pitt.edu,password,1953-03-28,NULL
rra95,Ruperta Ruperta Allen,rra95@pitt.edu,password,1982-03-26,NULL
aaa96,Ashley Ashley Adams,aaa96@pitt.edu,password,NULL,NULL
sc97,Sonya Coleman,sc97@pitt.edu,password,1998-04-26,NULL
km98,Katee Murphy,km98@pitt.edu,password,NULL,NULL
rrw99,Risa Risa Wood,rrw99@pitt.edu,password,1981-11-17,NULL
