mj78,Mimi Jenkins,mj78@pitt.edu,password,NULL,NULL
zh79,Zorine Hayes,zh79@pitt.edu,password,NULL,NULL
wwm80,Wanids Wanids Miller,wwm80@pitt.edu,password,1962-08-13,NULL
bbd81,Britni Britni Davis,bbd81@pitt.edu,password,NULL,NULL
sl82,Samantha Lee,sl82@pitt.edu,password,1973-08-26,NULL
tc83,Tracee Carter,tc83@pitt.edu,password,1998-11-08,NULL
of84,Olivie Flores,of84@pitt.edu,password,1949-12-17,NULL
sw85,Sorcha Watson,sw85@pitt.edu,password,NULL,NULL
lla86,Lois Lois Adams,lla86@pitt.edu,password,NULL,NULL
sp87,Sada Parker,sp87@pitt.edu,password,NULL,NULL
dr88,Denyse Ross,dr88@pitt.edu,password,NULL,NULL
jjj89,Joly Joly James,jjj89@pitt.edu,password,1978-07-11,NULL
cc90,Cati Clark,cc90@pitt.edu,password,NULL,NULL
ggc91,Gennifer Gennifer Cook,ggc91@pitt.edu,password,NULL,NULL
mmw92,Meggie Meggie Wilson,mmw92@pitt.edu,password,NULL,NULL
jb93,Jodi Barnes,jb93@pitt.edu,password,NULL,NULL
dj94,Delia Johnson,dj94@pitt.edu,password,NULL,NULL
hw95,Halette Williams,hw95@pitt.edu,password,NULL,NULL
lls96,Lucy Lucy Sanders,lls96@pitt.edu,password,1991-01-21,NULL
sm97,Sissie Mitchell,sm97@pitt.edu,password,NULL,NULL
mm98,Moll Myers,mm98@pitt.edu,password,1981-12-20,NULL
bbs99,Bridgette Bridgette Stewart,bbs99@pitt.edu,password,NULL,NULL
